date,region,product_category,product_name,sales_amount,quantity,customer_id,discount_percent,payment_method
2023-01-05T15:00:00,North,Books,Product_11,755.08,50,CUST_111,0,Mobile
2023-01-05T16:00:00,South,Food,Product_12,746.15,28,CUST_112,10,Debit
2023-01-05T17:00:00,South,Books,Product_13,85.14,36,CUST_113,0,Credit
2023-01-05T18:00:00,North,Books,Product_14,434.81,22,CUST_114,15,Cash
2023-01-05T19:00:00,South,Food,Product_15,560.05,21,CUST_115,0,Credit
2023-01-05T20:00:00,West,Food,Product_16,410.22,15,CUST_116,15,Mobile
2023-01-05T21:00:00,East,Clothing,Product_17,466.75,15,CUST_117,10,Mobile
2023-01-05T22:00:00,East,Electronics,Product_18,539.55,46,CUST_118,10,Mobile
2023-01-05T23:00:00,West,Books,Product_19,403.13,9,CUST_119,5,Credit
2023-01-06T00:00:00,East,Food,Product_20,435.6,27,CUST_120,10,Mobile
2023-01-06T01:00:00,West,Food,Product_21,777.11,25,CUST_121,10,Mobile
2023-01-06T02:00:00,West,Electronics,Product_22,36.34,21,CUST_122,20,Cash
2023-01-06T03:00:00,West,Food,Product_23,300.05,11,CUST_123,5,Mobile
2023-01-06T04:00:00,South,Food,Product_24,279.21,11,CUST_124,0,Debit
2023-01-06T05:00:00,South,Food,Product_25,942.29,36,CUST_125,0,Cash
2023-01-06T06:00:00,East,Clothing,Product_26,513.16,20,CUST_126,0,Debit
2023-01-06T07:00:00,South,Electronics,Product_27,668.62,29,CUST_127,0,Cash
2023-01-06T08:00:00,East,Books,Product_28,688.12,38,CUST_128,0,Debit
2023-01-06T09:00:00,North,Electronics,Product_29,134.29,13,CUST_129,15,Cash
2023-01-06T10:00:00,North,Books,Product_30,337.98,27,CUST_130,20,Debit
2023-01-06T11:00:00,North,Electronics,Product_31,302.96,40,CUST_131,10,Mobile
2023-01-06T12:00:00,East,Clothing,Product_32,816.16,22,CUST_132,15,Credit
2023-01-06T13:00:00,North,Books,Product_33,575.7,33,CUST_133,0,Credit
2023-01-06T14:00:00,North,Clothing,Product_34,629.15,3,CUST_134,0,Credit
2023-01-06T15:00:00,West,Electronics,Product_35,787.07,27,CUST_135,10,Cash
2023-01-06T16:00:00,North,Food,Product_36,77.06,28,CUST_136,10,Cash
2023-01-06T17:00:00,South,Clothing,Product_37,941.85,12,CUST_137,15,Credit
2023-01-06T18:00:00,West,Electronics,Product_38,860.25,33,CUST_138,0,Cash
2023-01-06T19:00:00,East,Electronics,Product_39,37.61,21,CUST_139,5,Credit
2023-01-06T20:00:00,South,Books,Product_40,475.11,50,CUST_140,15,Mobile
2023-01-06T21:00:00,South,Clothing,Product_41,200.74,47,CUST_141,20,Debit
2023-01-06T22:00:00,South,Electronics,Product_42,352.93,33,CUST_142,5,Mobile
2023-01-06T23:00:00,East,Books,Product_43,141.44,21,CUST_143,20,Mobile
2023-01-07T00:00:00,West,Clothing,Product_44,317.05,7,CUST_144,5,Credit
2023-01-07T01:00:00,East,Books,Product_45,688.43,16,CUST_145,10,Cash
2023-01-07T02:00:00,North,Electronics,Product_46,596.11,43,CUST_146,20,Credit
2023-01-07T03:00:00,South,Electronics,Product_47,546.76,31,CUST_147,10,Credit
2023-01-07T04:00:00,West,Books,Product_48,802.35,10,CUST_148,20,Mobile
2023-01-07T05:00:00,East,Food,Product_49,785.97,22,CUST_149,10,Cash
2023-01-07T06:00:00,East,Food,Product_50,992.2,48,CUST_150,10,Credit
2023-01-07T07:00:00,North,Food,Product_51,13.33,44,CUST_151,10,Debit
2023-01-07T08:00:00,North,Books,Product_52,888.45,27,CUST_152,0,Debit
2023-01-07T09:00:00,North,Food,Product_53,91.43,21,CUST_153,5,Debit
2023-01-07T10:00:00,South,Books,Product_54,288.59,21,CUST_154,10,Mobile
2023-01-07T11:00:00,South,Clothing,Product_55,947.64,20,CUST_155,20,Mobile
2023-01-07T12:00:00,East,Electronics,Product_56,93.93,46,CUST_156,10,Mobile
2023-01-07T13:00:00,East,Electronics,Product_57,363.92,38,CUST_157,20,Debit
2023-01-07T14:00:00,South,Electronics,Product_58,990.57,46,CUST_158,5,Mobile
2023-01-07T15:00:00,West,Clothing,Product_59,246.14,29,CUST_159,5,Mobile
2023-01-07T16:00:00,East,Electronics,Product_60,508.84,12,CUST_160,15,Mobile
2023-01-07T17:00:00,West,Books,Product_61,415.21,38,CUST_161,15,Mobile
2023-01-07T18:00:00,East,Clothing,Product_62,604.74,45,CUST_162,10,Credit
2023-01-07T19:00:00,South,Food,Product_63,77.56,40,CUST_163,15,Cash
2023-01-07T20:00:00,West,Clothing,Product_64,755.98,17,CUST_164,0,Cash
2023-01-07T21:00:00,East,Food,Product_65,296.11,34,CUST_165,15,Cash
2023-01-07T22:00:00,West,Books,Product_66,146.64,44,CUST_166,20,Mobile
2023-01-07T23:00:00,West,Books,Product_67,437.49,38,CUST_167,0,Cash
2023-01-08T00:00:00,West,Books,Product_68,127.45,14,CUST_168,5,Mobile
2023-01-08T01:00:00,East,Electronics,Product_69,225.25,37,CUST_169,5,Cash
2023-01-08T02:00:00,West,Food,Product_70,895.64,8,CUST_170,20,Debit
2023-01-08T03:00:00,West,Clothing,Product_71,416.88,47,CUST_171,15,Debit
2023-01-08T04:00:00,West,Books,Product_72,265.39,35,CUST_172,15,Cash
2023-01-08T05:00:00,East,Food,Product_73,485.52,4,CUST_173,20,Credit
2023-01-08T06:00:00,South,Electronics,Product_74,199.96,13,CUST_174,10,Debit
2023-01-08T07:00:00,North,Books,Product_75,197.71,19,CUST_175,10,Credit
2023-01-08T08:00:00,East,Electronics,Product_76,279.95,26,CUST_176,15,Credit
2023-01-08T09:00:00,East,Food,Product_77,420.53,35,CUST_177,5,Mobile
2023-01-08T10:00:00,West,Books,Product_78,225.93,4,CUST_178,20,Debit
2023-01-08T11:00:00,North,Electronics,Product_79,930.18,21,CUST_179,15,Debit
2023-01-08T12:00:00,South,Food,Product_80,33.45,40,CUST_180,0,Credit
2023-01-08T13:00:00,South,Clothing,Product_81,779.1,21,CUST_181,20,Debit
2023-01-08T14:00:00,East,Electronics,Product_82,581.88,24,CUST_182,0,Credit
2023-01-08T15:00:00,North,Clothing,Product_83,555.37,13,CUST_183,5,Mobile
2023-01-08T16:00:00,South,Clothing,Product_84,93.97,35,CUST_184,5,Cash
2023-01-08T17:00:00,West,Electronics,Product_85,859.06,22,CUST_185,0,Credit
2023-01-08T18:00:00,East,Clothing,Product_86,798.69,46,CUST_186,5,Cash
2023-01-08T19:00:00,South,Food,Product_87,219.83,20,CUST_187,0,Credit
2023-01-08T20:00:00,South,Books,Product_88,543.48,23,CUST_188,10,Cash
2023-01-08T21:00:00,South,Food,Product_89,761.71,26,CUST_189,5,Credit
2023-01-08T22:00:00,South,Books,Product_90,237.59,42,CUST_190,0,Cash
2023-01-08T23:00:00,North,Electronics,Product_91,965.67,19,CUST_191,15,Credit
2023-01-09T00:00:00,East,Books,Product_92,487.25,33,CUST_192,10,Debit
2023-01-09T01:00:00,East,Food,Product_93,224.32,38,CUST_193,20,Cash
2023-01-09T02:00:00,West,Electronics,Product_94,459.29,43,CUST_194,5,Cash
2023-01-09T03:00:00,North,Clothing,Product_95,261.45,13,CUST_195,5,Credit
2023-01-09T04:00:00,South,Clothing,Product_96,852.4,44,CUST_196,20,Credit
2023-01-09T05:00:00,West,Electronics,Product_97,450.62,27,CUST_197,15,Credit
2023-01-09T06:00:00,West,Food,Product_98,956.27,7,CUST_198,10,Debit
2023-01-09T07:00:00,South,Electronics,Product_99,986.51,17,CUST_199,20,Cash
2023-01-09T08:00:00,South,Clothing,Product_0,292.58,29,CUST_200,10,Debit
2023-01-09T09:00:00,North,Clothing,Product_1,468.24,33,CUST_201,5,Mobile
2023-01-09T10:00:00,South,Food,Product_2,761.09,40,CUST_202,15,Cash
2023-01-09T11:00:00,West,Books,Product_3,604.65,9,CUST_203,15,Mobile
2023-01-09T12:00:00,South,Electronics,Product_4,968.48,24,CUST_204,20,Cash
2023-01-09T13:00:00,South,Food,Product_5,736.79,33,CUST_205,5,Debit
2023-01-09T14:00:00,West,Clothing,Product_6,809.85,30,CUST_206,0,Mobile
2023-01-09T15:00:00,East,Books,Product_7,77.1,24,CUST_207,0,Mobile
2023-01-09T16:00:00,East,Food,Product_8,949.02,13,CUST_208,10,Cash
2023-01-09T17:00:00,South,Books,Product_9,799.08,35,CUST_209,0,Mobile
2023-01-09T18:00:00,South,Electronics,Product_10,773.31,1,CUST_210,20,Cash
2023-01-09T19:00:00,East,Electronics,Product_11,700.54,39,CUST_211,5,Debit
2023-01-09T20:00:00,South,Clothing,Product_12,62.57,41,CUST_212,5,Credit
2023-01-09T21:00:00,North,Books,Product_13,36.33,32,CUST_213,0,Mobile
2023-01-09T22:00:00,North,Books,Product_14,17.92,15,CUST_214,5,Cash
2023-01-09T23:00:00,North,Food,Product_15,962.54,14,CUST_215,15,Debit
2023-01-10T00:00:00,North,Clothing,Product_16,592.67,8,CUST_216,10,Cash
2023-01-10T01:00:00,East,Books,Product_17,530.98,27,CUST_217,20,Debit
2023-01-10T02:00:00,East,Clothing,Product_18,562.66,39,CUST_218,5,Cash
2023-01-10T03:00:00,North,Electronics,Product_19,307.79,12,CUST_219,20,Cash
2023-01-10T04:00:00,South,Books,Product_20,306.29,3,CUST_220,20,Credit
2023-01-10T05:00:00,West,Books,Product_21,953.71,4,CUST_221,15,Credit
2023-01-10T06:00:00,West,Books,Product_22,803.57,25,CUST_222,5,Credit
2023-01-10T07:00:00,East,Clothing,Product_23,137.41,49,CUST_223,5,Credit
2023-01-10T08:00:00,North,Food,Product_24,320.91,29,CUST_224,0,Mobile
2023-01-10T09:00:00,West,Electronics,Product_25,633.75,15,CUST_225,0,Debit
2023-01-10T10:00:00,West,Clothing,Product_26,129.94,10,CUST_226,5,Mobile
2023-01-10T11:00:00,West,Clothing,Product_27,912.87,35,CUST_227,20,Cash
2023-01-10T12:00:00,North,Food,Product_28,26.22,38,CUST_228,10,Credit
2023-01-10T13:00:00,South,Food,Product_29,955.55,34,CUST_229,20,Mobile
2023-01-10T14:00:00,West,Electronics,Product_30,592.82,24,CUST_230,0,Credit
2023-01-10T15:00:00,South,Books,Product_31,670.71,38,CUST_231,10,Debit
2023-01-10T16:00:00,West,Books,Product_32,405.01,29,CUST_232,0,Credit
2023-01-10T17:00:00,North,Food,Product_33,394.39,33,CUST_233,10,Debit
2023-01-10T18:00:00,West,Food,Product_34,357.1,1,CUST_234,10,Credit
2023-01-10T19:00:00,West,Books,Product_35,844.03,14,CUST_235,15,Mobile
2023-01-10T20:00:00,West,Food,Product_36,171.05,31,CUST_236,10,Debit
2023-01-10T21:00:00,East,Books,Product_37,783.63,13,CUST_237,20,Mobile
2023-01-10T22:00:00,West,Food,Product_38,760.14,30,CUST_238,20,Debit
2023-01-10T23:00:00,North,Clothing,Product_39,618.3,4,CUST_239,15,Credit
2023-01-11T00:00:00,West,Electronics,Product_40,462.48,9,CUST_240,20,Mobile
2023-01-11T01:00:00,West,Food,Product_41,708.11,39,CUST_241,20,Mobile
2023-01-11T02:00:00,East,Clothing,Product_42,184.75,37,CUST_242,15,Mobile
2023-01-11T03:00:00,North,Electronics,Product_43,647.8,42,CUST_243,0,Mobile
2023-01-11T04:00:00,North,Electronics,Product_44,531.15,47,CUST_244,15,Credit
2023-01-11T05:00:00,North,Electronics,Product_45,949.72,26,CUST_245,20,Cash
2023-01-11T06:00:00,West,Clothing,Product_46,152.42,18,CUST_246,5,Debit
2023-01-11T07:00:00,South,Books,Product_47,886.76,36,CUST_247,15,Debit
2023-01-11T08:00:00,West,Clothing,Product_48,696.77,2,CUST_248,15,Mobile
2023-01-11T09:00:00,East,Clothing,Product_49,969.17,1,CUST_249,0,Debit
2023-01-11T10:00:00,South,Food,Product_50,577.97,41,CUST_250,0,Mobile
2023-01-11T11:00:00,North,Clothing,Product_51,250.69,12,CUST_251,15,Cash
2023-01-11T12:00:00,East,Clothing,Product_52,402.21,22,CUST_252,0,Mobile
2023-01-11T13:00:00,West,Books,Product_53,120.2,28,CUST_253,15,Credit
2023-01-11T14:00:00,South,Electronics,Product_54,17.64,28,CUST_254,0,Cash
2023-01-11T15:00:00,West,Food,Product_55,537.26,1,CUST_255,0,Cash
2023-01-11T16:00:00,North,Food,Product_56,853.54,16,CUST_256,0,Cash
2023-01-11T17:00:00,North,Electronics,Product_57,202.46,36,CUST_257,20,Cash
2023-01-11T18:00:00,North,Clothing,Product_58,597.85,30,CUST_258,15,Debit
2023-01-11T19:00:00,West,Electronics,Product_59,833.41,44,CUST_259,5,Cash
2023-01-11T20:00:00,West,Clothing,Product_60,792.85,18,CUST_260,0,Credit
2023-01-11T21:00:00,West,Books,Product_61,874.99,22,CUST_261,0,Mobile
2023-01-11T22:00:00,South,Clothing,Product_62,858.26,22,CUST_262,15,Debit
2023-01-11T23:00:00,North,Clothing,Product_63,428.55,40,CUST_263,0,Debit
2023-01-12T00:00:00,South,Electronics,Product_64,317.79,44,CUST_264,0,Credit
2023-01-12T01:00:00,East,Food,Product_65,856.63,33,CUST_265,20,Debit
2023-01-12T02:00:00,West,Electronics,Product_66,64.72,29,CUST_266,0,Cash
2023-01-12T03:00:00,East,Food,Product_67,182.54,40,CUST_267,5,Mobile
2023-01-12T04:00:00,West,Books,Product_68,599.92,14,CUST_268,10,Credit
2023-01-12T05:00:00,East,Clothing,Product_69,234.72,8,CUST_269,20,Credit
2023-01-12T06:00:00,West,Clothing,Product_70,963.75,41,CUST_270,15,Cash
2023-01-12T07:00:00,West,Electronics,Product_71,618.39,43,CUST_271,15,Mobile
2023-01-12T08:00:00,East,Electronics,Product_72,956.99,1,CUST_272,10,Cash
2023-01-12T09:00:00,East,Clothing,Product_73,83.37,33,CUST_273,15,Mobile
2023-01-12T10:00:00,North,Books,Product_74,123.23,23,CUST_274,10,Debit
2023-01-12T11:00:00,East,Food,Product_75,667.13,34,CUST_275,5,Debit
2023-01-12T12:00:00,East,Books,Product_76,109.12,27,CUST_276,5,Debit
2023-01-12T13:00:00,East,Food,Product_77,816.12,4,CUST_277,10,Cash
2023-01-12T14:00:00,East,Electronics,Product_78,45.23,48,CUST_278,15,Credit
2023-01-12T15:00:00,North,Clothing,Product_79,389.28,29,CUST_279,5,Credit
2023-01-12T16:00:00,South,Clothing,Product_80,818.72,17,CUST_280,10,Cash
2023-01-12T17:00:00,North,Food,Product_81,288.79,5,CUST_281,5,Cash
2023-01-12T18:00:00,West,Clothing,Product_82,259.93,37,CUST_282,5,Credit
2023-01-12T19:00:00,West,Clothing,Product_83,670.8,41,CUST_283,10,Credit
2023-01-12T20:00:00,South,Food,Product_84,350.46,46,CUST_284,15,Debit
2023-01-12T21:00:00,North,Electronics,Product_85,409.41,21,CUST_285,0,Cash
2023-01-12T22:00:00,West,Electronics,Product_86,690.17,23,CUST_286,20,Mobile
2023-01-12T23:00:00,South,Books,Product_87,808.92,16,CUST_287,10,Credit
2023-01-13T00:00:00,East,Books,Product_88,112.78,7,CUST_288,20,Credit
2023-01-13T01:00:00,North,Electronics,Product_89,537.41,39,CUST_289,20,Credit
2023-01-13T02:00:00,South,Books,Product_90,368.7,13,CUST_290,20,Cash
2023-01-13T03:00:00,West,Food,Product_91,410.44,43,CUST_291,20,Mobile
2023-01-13T04:00:00,South,Food,Product_92,464.37,47,CUST_292,10,Credit
2023-01-13T05:00:00,West,Food,Product_93,69.7,47,CUST_293,20,Debit
2023-01-13T06:00:00,South,Clothing,Product_94,163.6,48,CUST_294,0,Debit
2023-01-13T07:00:00,South,Clothing,Product_95,905.65,5,CUST_295,5,Debit
2023-01-13T08:00:00,West,Food,Product_96,646.01,19,CUST_296,0,Mobile
2023-01-13T09:00:00,East,Books,Product_97,920.62,39,CUST_297,15,Credit
2023-01-13T10:00:00,East,Books,Product_98,855.09,3,CUST_298,0,Cash
2023-01-13T11:00:00,West,Food,Product_99,902.68,4,CUST_299,15,Credit
2023-01-13T12:00:00,North,Books,Product_0,771.8,22,CUST_300,0,Mobile
2023-01-13T13:00:00,North,Books,Product_1,610.08,47,CUST_301,20,Credit
2023-01-13T14:00:00,South,Clothing,Product_2,332.98,25,CUST_302,15,Cash
2023-01-13T15:00:00,North,Books,Product_3,429.66,49,CUST_303,10,Debit
2023-01-13T16:00:00,South,Electronics,Product_4,964.42,47,CUST_304,5,Mobile
2023-01-13T17:00:00,North,Clothing,Product_5,542.68,40,CUST_305,5,Cash
2023-01-13T18:00:00,West,Books,Product_6,858.36,37,CUST_306,20,Credit
2023-01-13T19:00:00,South,Electronics,Product_7,25.69,3,CUST_307,10,Mobile
2023-01-13T20:00:00,South,Clothing,Product_8,52.19,40,CUST_308,5,Credit
2023-01-13T21:00:00,West,Food,Product_9,542.94,41,CUST_309,5,Debit
2023-01-13T22:00:00,South,Electronics,Product_10,78.04,32,CUST_310,20,Debit
2023-01-13T23:00:00,West,Food,Product_11,221.51,26,CUST_311,5,Debit
2023-01-14T00:00:00,West,Food,Product_12,953.23,48,CUST_312,10,Debit
2023-01-14T01:00:00,North,Books,Product_13,711.19,12,CUST_313,5,Debit
2023-01-14T02:00:00,North,Books,Product_14,905.47,39,CUST_314,15,Debit
2023-01-14T03:00:00,East,Electronics,Product_15,428.81,17,CUST_315,15,Mobile
2023-01-14T04:00:00,North,Food,Product_16,68.47,14,CUST_316,10,Cash
2023-01-14T05:00:00,South,Food,Product_17,289.76,1,CUST_317,15,Cash
2023-01-14T06:00:00,North,Clothing,Product_18,233.78,46,CUST_318,0,Credit
2023-01-14T07:00:00,East,Food,Product_19,216.5,21,CUST_319,20,Mobile
2023-01-14T08:00:00,South,Clothing,Product_20,775.99,24,CUST_320,5,Cash
2023-01-14T09:00:00,West,Electronics,Product_21,352.88,23,CUST_321,5,Debit
2023-01-14T10:00:00,North,Books,Product_22,45.25,43,CUST_322,5,Mobile
2023-01-14T11:00:00,East,Books,Product_23,128.84,33,CUST_323,15,Mobile
2023-01-14T12:00:00,South,Food,Product_24,614.3,4,CUST_324,20,Debit
2023-01-14T13:00:00,West,Clothing,Product_25,990.2,42,CUST_325,20,Mobile
2023-01-14T14:00:00,West,Food,Product_26,892.93,15,CUST_326,20,Mobile
2023-01-14T15:00:00,West,Clothing,Product_27,220.22,5,CUST_327,0,Cash
2023-01-14T16:00:00,South,Clothing,Product_28,251.91,3,CUST_328,0,Cash
